STATION,NAME,DATE,MLY-TAVG-NORMAL,MLY-TAVG-STDDEV,MLY-TMAX-NORMAL,MLY-TMAX-STDDEV,MLY-TMIN-NORMAL,MLY-TMIN-STDDEV
USW00014719,"WESTHAMPTON GABRESKI AIRPORT, NY US",5,55.4,1.9,66.0,2.3,44.7,2.0
USW00014719,"WESTHAMPTON GABRESKI AIRPORT, NY US",6,65.5,1.7,75.3,2.2,55.6,1.7
USW00014719,"WESTHAMPTON GABRESKI AIRPORT, NY US",7,70.9,2.1,80.8,2.0,61.1,2.4
USW00014719,"WESTHAMPTON GABRESKI AIRPORT, NY US",8,70.2,2.0,79.6,2.2,60.8,2.1
USW00014719,"WESTHAMPTON GABRESKI AIRPORT, NY US",9,62.7,1.8,72.9,2.1,52.4,2.0
USW00014719,"WESTHAMPTON GABRESKI AIRPORT, NY US",10,52.0,2.4,63.1,2.0,40.9,3.3
USW00014719,"WESTHAMPTON GABRESKI AIRPORT, NY US",11,43.3,2.3,53.6,2.3,33.0,2.7
USW00014719,"WESTHAMPTON GABRESKI AIRPORT, NY US",12,34.1,3.6,43.9,3.8,24.3,3.5
USC00309292,"WEST POINT, NY US",1,27.5,4.8,34.8,4.7,20.1,5.1
USC00309292,"WEST POINT, NY US",2,30.5,3.5,38.6,3.8,22.4,3.5
USC00309292,"WEST POINT, NY US",3,38.5,3.0,47.7,3.6,29.4,2.8
USC00309292,"WEST POINT, NY US",4,50.3,2.3,60.6,2.9,40.1,1.9
USC00309292,"WEST POINT, NY US",5,60.5,2.4,71.3,3.0,49.8,2.1
USC00309292,"WEST POINT, NY US",6,69.4,2.2,79.8,2.8,59.1,2.2
USC00309292,"WEST POINT, NY US",7,74.1,2.4,84.5,2.7,63.7,2.9
USC00309292,"WEST POINT, NY US",8,72.7,2.3,82.5,2.7,63.0,2.3
USC00309292,"WEST POINT, NY US",9,65.0,2.2,74.8,2.9,55.2,2.3
USC00309292,"WEST POINT, NY US",10,53.5,2.6,62.5,2.8,44.5,2.7
USC00309292,"WEST POINT, NY US",11,43.6,2.3,51.3,3.2,35.8,1.9
USC00309292,"WEST POINT, NY US",12,32.9,4.4,39.6,4.8,26.2,4.2
USC00306062,"NORTHVILLE, NY US",1,,,,,,
USC00306062,"NORTHVILLE, NY US",2,,,,,,
USC00306062,"NORTHVILLE, NY US",3,,,,,,
USC00306062,"NORTHVILLE, NY US",4,,,,,,
USC00306062,"NORTHVILLE, NY US",5,,,,,,
USC00306062,"NORTHVILLE, NY US",6,,,,,,
USC00306062,"NORTHVILLE, NY US",7,,,,,,
USC00306062,"NORTHVILLE, NY US",8,,,,,,
USC00306062,"NORTHVILLE, NY US",9,,,,,,
USC00306062,"NORTHVILLE, NY US",10,,,,,,
USC00306062,"NORTHVILLE, NY US",11,,,,,,
USC00306062,"NORTHVILLE, NY US",12,,,,,,
USC00309690,"YOUNGSTOWN 2 NE, NY US",1,25.4,,32.4,,18.3,
USC00309690,"YOUNGSTOWN 2 NE, NY US",2,27.0,,35.2,,18.8,
USC00309690,"YOUNGSTOWN 2 NE, NY US",3,33.8,,42.8,,24.7,
USC00309690,"YOUNGSTOWN 2 NE, NY US",4,45.3,,55.7,,34.9,
USC00309690,"YOUNGSTOWN 2 NE, NY US",5,56.3,,67.3,,45.2,
USC00309690,"YOUNGSTOWN 2 NE, NY US",6,66.7,,76.5,,56.8,
USC00309690,"YOUNGSTOWN 2 NE, NY US",7,71.9,,81.6,,62.1,
USC00309690,"YOUNGSTOWN 2 NE, NY US",8,70.0,,79.9,,60.1,
USC00309690,"YOUNGSTOWN 2 NE, NY US",9,62.7,,72.6,,52.8,
USC00309690,"YOUNGSTOWN 2 NE, NY US",10,52.1,,60.8,,43.3,
USC00309690,"YOUNGSTOWN 2 NE, NY US",11,40.9,,48.8,,33.0,
USC00309690,"YOUNGSTOWN 2 NE, NY US",12,31.0,,37.7,,24.3,
USC00300889,"BRIDGEHAMPTON, NY US",1,31.3,4.3,38.9,4.2,23.8,4.5
USC00300889,"BRIDGEHAMPTON, NY US",2,33.0,3.0,40.5,3.2,25.5,3.0
USC00300889,"BRIDGEHAMPTON, NY US",3,39.0,2.3,47.0,2.7,31.0,2.2
USC00300889,"BRIDGEHAMPTON, NY US",4,47.9,1.8,56.3,2.1,39.6,1.8
USC00300889,"BRIDGEHAMPTON, NY US",5,57.1,1.9,66.1,2.3,48.2,1.7
USC00300889,"BRIDGEHAMPTON, NY US",6,66.7,1.9,75.2,2.2,58.3,1.8
USC00300889,"BRIDGEHAMPTON, NY US",7,72.5,2.1,81.0,2.6,64.0,2.0
USC00300889,"BRIDGEHAMPTON, NY US",8,71.7,2.2,80.2,2.4,63.2,2.3
USC00300889,"BRIDGEHAMPTON, NY US",9,64.8,1.7,73.5,2.0,56.0,1.8
USC00300889,"BRIDGEHAMPTON, NY US",10,54.2,2.3,63.2,2.2,45.1,2.8
USC00300889,"BRIDGEHAMPTON, NY US",11,45.6,2.1,53.7,2.4,37.5,2.3
USC00300889,"BRIDGEHAMPTON, NY US",12,36.2,3.6,43.8,3.9,28.6,3.5
USC00306184,"OLD FORGE, NY US",1,14.2,6.3,24.7,5.5,3.7,7.4
USC00306184,"OLD FORGE, NY US",2,17.1,4.4,28.4,4.0,5.7,5.1
USC00306184,"OLD FORGE, NY US",3,25.9,3.7,36.7,3.5,15.1,4.4
USC00306184,"OLD FORGE, NY US",4,39.5,3.2,50.1,4.1,29.0,2.8
USC00306184,"OLD FORGE, NY US",5,51.5,3.4,62.8,4.2,40.2,2.9
USC00306184,"OLD FORGE, NY US",6,60.4,2.2,70.9,2.6,49.9,2.5
USC00306184,"OLD FORGE, NY US",7,64.3,2.3,74.6,2.8,54.0,2.5
USC00306184,"OLD FORGE, NY US",8,63.1,2.1,73.4,2.3,52.8,2.4
USC00306184,"OLD FORGE, NY US",9,55.6,2.0,65.9,2.7,45.3,2.0
USC00306184,"OLD FORGE, NY US",10,44.1,2.7,54.0,3.2,34.1,2.6
USC00306184,"OLD FORGE, NY US",11,33.3,3.1,41.6,3.5,25.0,2.9
USC00306184,"OLD FORGE, NY US",12,21.0,5.8,29.8,5.0,12.1,7.1
USW00054780,"MONTAUK AIRPORT, NY US",1,32.3,4.4,38.1,4.2,26.4,4.7
USW00054780,"MONTAUK AIRPORT, NY US",2,33.7,2.7,40.1,3.2,27.3,2.5
USW00054780,"MONTAUK AIRPORT, NY US",3,39.0,2.1,45.6,2.5,32.4,2.0
USW00054780,"MONTAUK AIRPORT, NY US",4,47.5,2.1,54.5,2.1,40.4,2.3
USW00054780,"MONTAUK AIRPORT, NY US",5,56.6,1.9,64.2,2.5,48.9,1.6
USW00054780,"MONTAUK AIRPORT, NY US",6,66.4,1.7,73.3,2.4,59.5,1.3
USW00054780,"MONTAUK AIRPORT, NY US",7,72.4,1.7,79.3,1.9,65.5,1.6
USW00054780,"MONTAUK AIRPORT, NY US",8,72.2,1.8,78.9,2.0,65.5,1.9
USW00054780,"MONTAUK AIRPORT, NY US",9,65.7,1.5,71.9,1.8,59.4,1.5
USW00054780,"MONTAUK AIRPORT, NY US",10,56.4,1.6,62.6,1.5,50.3,2.0
USW00054780,"MONTAUK AIRPORT, NY US",11,47.2,2.1,53.0,2.2,41.4,2.3
USW00054780,"MONTAUK AIRPORT, NY US",12,37.9,3.6,43.6,3.8,32.3,3.7
USC00307274,"ROSENDALE 2 E, NY US",1,,,,,,
USC00307274,"ROSENDALE 2 E, NY US",2,,,,,,
USC00307274,"ROSENDALE 2 E, NY US",3,,,,,,
USC00307274,"ROSENDALE 2 E, NY US",4,,,,,,
USC00307274,"ROSENDALE 2 E, NY US",5,,,,,,
USC00307274,"ROSENDALE 2 E, NY US",6,,,,,,
USC00307274,"ROSENDALE 2 E, NY US",7,,,,,,
USC00307274,"ROSENDALE 2 E, NY US",8,,,,,,
USC00307274,"ROSENDALE 2 E, NY US",9,,,,,,
USC00307274,"ROSENDALE 2 E, NY US",10,,,,,,
USC00307274,"ROSENDALE 2 E, NY US",11,,,,,,
USC00307274,"ROSENDALE 2 E, NY US",12,,,,,,
USC00304207,"JAMESTOWN 4 ENE, NY US",1,23.2,5.1,31.9,4.8,14.5,5.7
USC00304207,"JAMESTOWN 4 ENE, NY US",2,24.8,4.3,34.8,4.3,14.9,4.7
USC00304207,"JAMESTOWN 4 ENE, NY US",3,32.9,3.3,43.7,3.7,22.1,3.4
USC00304207,"JAMESTOWN 4 ENE, NY US",4,45.1,2.5,56.9,3.8,33.3,2.2
USC00304207,"JAMESTOWN 4 ENE, NY US",5,54.9,3.2,67.8,4.1,42.0,3.0
USC00304207,"JAMESTOWN 4 ENE, NY US",6,64.2,2.2,76.3,2.5,52.1,2.7
USC00304207,"JAMESTOWN 4 ENE, NY US",7,67.9,2.0,80.0,2.5,55.9,2.1
USC00304207,"JAMESTOWN 4 ENE, NY US",8,66.8,2.3,79.0,2.7,54.7,2.1
USC00304207,"JAMESTOWN 4 ENE, NY US",9,59.6,1.9,71.8,2.4,47.3,2.3
USC00304207,"JAMESTOWN 4 ENE, NY US",10,48.6,2.4,59.7,3.3,37.5,2.2
USC00304207,"JAMESTOWN 4 ENE, NY US",11,38.9,3.5,47.9,4.3,29.8,3.2
USC00304207,"JAMESTOWN 4 ENE, NY US",12,28.2,5.0,35.8,5.2,20.7,5.0
USC00307035,"RHINEBECK 4 SE, NY US",1,21.8,5.6,35.0,5.0,8.6,6.4
USC00307035,"RHINEBECK 4 SE, NY US",2,25.9,3.6,39.0,3.9,12.8,3.6
USC00307035,"RHINEBECK 4 SE, NY US",3,34.3,3.6,47.7,4.0,20.9,3.8
USC00307035,"RHINEBECK 4 SE, NY US",4,45.7,2.9,60.3,3.8,31.1,3.1
USC00307035,"RHINEBECK 4 SE, NY US",5,56.8,2.5,71.3,3.0,42.3,2.3
USC00307035,"RHINEBECK 4 SE, NY US",6,66.1,2.0,80.3,2.9,51.9,2.2
USC00307035,"RHINEBECK 4 SE, NY US",7,70.4,2.0,85.0,3.0,55.8,1.7
USC00307035,"RHINEBECK 4 SE, NY US",8,68.9,2.2,82.8,2.3,55.0,2.6
USC00307035,"RHINEBECK 4 SE, NY US",9,60.7,1.9,75.1,2.4,46.2,1.9
USC00307035,"RHINEBECK 4 SE, NY US",10,48.5,2.9,63.0,2.9,34.0,3.3
USC00307035,"RHINEBECK 4 SE, NY US",11,39.5,2.9,52.4,3.8,26.5,2.4
USC00307035,"RHINEBECK 4 SE, NY US",12,27.9,4.1,40.2,3.8,15.6,4.7
USC00301974,"DANSVILLE, NY US",1,24.7,5.4,33.5,5.0,15.9,6.0
USC00301974,"DANSVILLE, NY US",2,26.8,4.4,36.5,4.6,17.1,4.6
USC00301974,"DANSVILLE, NY US",3,34.3,3.5,44.7,3.9,23.9,3.5
USC00301974,"DANSVILLE, NY US",4,46.4,2.7,58.0,3.4,34.9,2.7
USC00301974,"DANSVILLE, NY US",5,57.1,3.2,69.7,3.7,44.6,3.1
USC00301974,"DANSVILLE, NY US",6,66.5,2.2,78.5,2.6,54.5,2.5
USC00301974,"DANSVILLE, NY US",7,70.5,2.1,82.2,2.6,58.8,1.9
USC00301974,"DANSVILLE, NY US",8,68.9,2.2,80.6,2.6,57.2,2.1
USC00301974,"DANSVILLE, NY US",9,61.8,1.7,73.6,2.3,50.0,1.8
USC00301974,"DANSVILLE, NY US",10,50.4,2.6,61.8,3.1,39.1,2.6
USC00301974,"DANSVILLE, NY US",11,40.7,3.0,49.8,3.9,31.6,2.3
USC00301974,"DANSVILLE, NY US",12,30.2,4.9,38.2,5.4,22.1,4.6
USC00306464,"PAVILION, NY US",1,22.7,5.9,31.4,5.7,14.0,6.4
USC00306464,"PAVILION, NY US",2,25.2,4.8,34.4,5.5,15.9,4.5
USC00306464,"PAVILION, NY US",3,32.5,3.3,42.6,3.8,22.3,3.2
USC00306464,"PAVILION, NY US",4,45.0,2.8,56.0,3.2,34.0,2.9
USC00306464,"PAVILION, NY US",5,55.8,3.4,67.7,4.1,44.0,2.8
USC00306464,"PAVILION, NY US",6,65.3,2.2,76.4,2.7,54.2,2.4
USC00306464,"PAVILION, NY US",7,69.3,2.5,80.6,3.3,58.1,2.6
USC00306464,"PAVILION, NY US",8,67.6,2.0,78.7,2.5,56.4,1.9
USC00306464,"PAVILION, NY US",9,60.5,2.0,71.7,2.5,49.3,2.4
USC00306464,"PAVILION, NY US",10,49.3,2.8,59.7,3.4,38.9,3.0
USC00306464,"PAVILION, NY US",11,39.7,3.0,48.6,3.7,30.8,2.6
USC00306464,"PAVILION, NY US",12,28.4,5.2,35.9,5.4,20.9,5.4
USC00305377,"MINEOLA, NY US",1,32.9,4.4,39.6,4.7,26.2,4.4
USC00305377,"MINEOLA, NY US",2,35.0,3.5,42.5,3.8,27.6,3.4
USC00305377,"MINEOLA, NY US",3,42.0,2.7,50.2,3.1,33.9,2.5
USC00305377,"MINEOLA, NY US",4,51.5,2.6,60.5,3.0,42.4,2.4
USC00305377,"MINEOLA, NY US",5,60.7,2.6,70.2,3.1,51.2,2.5
USC00305377,"MINEOLA, NY US",6,70.1,2.4,79.5,3.0,60.7,2.1
USC00305377,"MINEOLA, NY US",7,75.5,2.6,84.7,3.2,66.2,2.3
USC00305377,"MINEOLA, NY US",8,74.2,2.5,83.2,2.8,65.2,2.5
USC00305377,"MINEOLA, NY US",9,67.1,2.4,75.9,2.9,58.2,2.2
USC00305377,"MINEOLA, NY US",10,56.4,2.7,65.1,2.8,47.8,2.8
USC00305377,"MINEOLA, NY US",11,47.5,2.8,55.3,2.8,39.7,3.3
USC00305377,"MINEOLA, NY US",12,38.0,4.0,44.7,4.2,31.2,3.9
USW00054787,"FARMINGDALE REPUBLIC AIRPORT, NY US",1,30.5,5.2,37.6,5.1,23.5,5.5
USW00054787,"FARMINGDALE REPUBLIC AIRPORT, NY US",2,33.2,3.2,41.2,3.4,25.1,3.4
USW00054787,"FARMINGDALE REPUBLIC AIRPORT, NY US",3,40.2,2.5,48.6,2.6,31.8,2.7
USW00054787,"FARMINGDALE REPUBLIC AIRPORT, NY US",4,49.7,2.1,58.5,2.5,40.9,2.2
USW00054787,"FARMINGDALE REPUBLIC AIRPORT, NY US",5,59.5,2.1,68.3,2.8,50.8,1.6
USW00054787,"FARMINGDALE REPUBLIC AIRPORT, NY US",6,68.6,2.0,77.4,2.2,59.9,2.9
USW00054787,"FARMINGDALE REPUBLIC AIRPORT, NY US",7,74.8,2.0,82.3,2.5,67.2,1.8
USW00054787,"FARMINGDALE REPUBLIC AIRPORT, NY US",8,73.3,2.1,80.4,2.6,66.2,1.9
USW00054787,"FARMINGDALE REPUBLIC AIRPORT, NY US",9,66.4,1.7,74.0,2.0,58.8,1.9
USW00054787,"FARMINGDALE REPUBLIC AIRPORT, NY US",10,55.3,2.3,63.2,2.4,47.5,2.6
USW00054787,"FARMINGDALE REPUBLIC AIRPORT, NY US",11,45.9,2.4,53.4,2.7,38.4,2.5
USW00054787,"FARMINGDALE REPUBLIC AIRPORT, NY US",12,36.1,3.8,43.0,4.1,29.3,3.6
USC00301211,"CARMEL 4 N, NY US",1,25.1,,33.9,,16.2,
USC00301211,"CARMEL 4 N, NY US",2,28.3,,37.8,,18.8,
USC00301211,"CARMEL 4 N, NY US",3,35.9,,46.1,,25.6,
USC00301211,"CARMEL 4 N, NY US",4,48.2,,58.5,,37.9,
USC00301211,"CARMEL 4 N, NY US",5,58.4,,69.8,,47.0,
USC00301211,"CARMEL 4 N, NY US",6,66.0,,75.7,,56.3,
USC00301211,"CARMEL 4 N, NY US",7,70.1,,79.9,,60.2,
USC00301211,"CARMEL 4 N, NY US",8,69.4,,78.9,,59.9,
USC00301211,"CARMEL 4 N, NY US",9,61.9,,72.3,,51.4,
USC00301211,"CARMEL 4 N, NY US",10,50.3,,60.9,,39.6,
USC00301211,"CARMEL 4 N, NY US",11,41.2,,50.3,,32.1,
USC00301211,"CARMEL 4 N, NY US",12,30.6,,39.3,,21.9,
USC00308248,"STILLWATER RESERVOIR, NY US",1,13.2,6.2,24.4,5.0,2.0,7.5
USC00308248,"STILLWATER RESERVOIR, NY US",2,16.1,4.7,28.0,4.0,4.1,5.6
USC00308248,"STILLWATER RESERVOIR, NY US",3,24.4,3.9,36.2,3.4,12.7,4.8
USC00308248,"STILLWATER RESERVOIR, NY US",4,39.0,3.3,49.8,4.0,28.1,3.0
USC00308248,"STILLWATER RESERVOIR, NY US",5,51.3,3.2,62.3,3.6,40.2,3.1
USC00308248,"STILLWATER RESERVOIR, NY US",6,60.1,2.5,70.4,2.9,49.9,2.6
USC00308248,"STILLWATER RESERVOIR, NY US",7,63.9,2.2,73.8,2.7,54.1,2.1
USC00308248,"STILLWATER RESERVOIR, NY US",8,63.0,2.2,72.8,2.6,53.3,1.9
USC00308248,"STILLWATER RESERVOIR, NY US",9,55.4,2.3,65.1,2.9,45.8,2.1
USC00308248,"STILLWATER RESERVOIR, NY US",10,43.9,2.6,53.5,3.1,34.3,2.5
USC00308248,"STILLWATER RESERVOIR, NY US",11,33.2,2.9,41.3,3.4,25.1,2.8
USC00308248,"STILLWATER RESERVOIR, NY US",12,20.3,5.9,29.5,5.2,11.2,7.0
USC00306623,"PISECO, NY US",1,,,,,,
USC00306623,"PISECO, NY US",2,,,,,,
USC00306623,"PISECO, NY US",3,,,,,,
USC00306623,"PISECO, NY US",4,,,,,,
USC00306623,"PISECO, NY US",5,,,,,,
USC00306623,"PISECO, NY US",6,,,,,,
USC00306623,"PISECO, NY US",7,,,,,,
USC00306623,"PISECO, NY US",8,,,,,,
USC00306623,"PISECO, NY US",9,,,,,,
USC00306623,"PISECO, NY US",10,,,,,,
USC00306623,"PISECO, NY US",11,,,,,,
USC00306623,"PISECO, NY US",12,,,,,,
USC00307799,"SLIDE MOUNTAIN, NY US",1,18.9,5.2,26.3,5.0,11.6,5.6
USC00307799,"SLIDE MOUNTAIN, NY US",2,21.3,3.7,29.5,4.0,13.1,3.7
USC00307799,"SLIDE MOUNTAIN, NY US",3,28.7,3.3,37.1,3.7,20.3,3.1
USC00307799,"SLIDE MOUNTAIN, NY US",4,40.5,2.6,49.4,3.3,31.7,2.3
USC00307799,"SLIDE MOUNTAIN, NY US",5,51.7,2.8,61.0,3.4,42.3,2.5
USC00307799,"SLIDE MOUNTAIN, NY US",6,59.7,2.1,68.4,2.7,51.1,2.0
USC00307799,"SLIDE MOUNTAIN, NY US",7,63.7,2.0,72.2,2.4,55.1,2.0
USC00307799,"SLIDE MOUNTAIN, NY US",8,62.6,2.1,71.1,2.5,54.1,1.9
USC00307799,"SLIDE MOUNTAIN, NY US",9,55.7,2.2,64.3,3.0,47.0,1.9
USC00307799,"SLIDE MOUNTAIN, NY US",10,45.2,2.8,53.7,3.1,36.7,2.8
USC00307799,"SLIDE MOUNTAIN, NY US",11,35.1,3.1,42.1,3.7,28.2,2.7
USC00307799,"SLIDE MOUNTAIN, NY US",12,24.1,4.9,30.6,5.1,17.6,4.7
USC00306745,"PORTAGEVILLE, NY US",1,,,,,,
USC00306745,"PORTAGEVILLE, NY US",2,,,,,,
USC00306745,"PORTAGEVILLE, NY US",3,,,,,,
USC00306745,"PORTAGEVILLE, NY US",4,,,,,,
USC00306745,"PORTAGEVILLE, NY US",5,,,,,,
USC00306745,"PORTAGEVILLE, NY US",6,,,,,,
USC00306745,"PORTAGEVILLE, NY US",7,,,,,,
USC00306745,"PORTAGEVILLE, NY US",8,,,,,,
USC00306745,"PORTAGEVILLE, NY US",9,,,,,,
USC00306745,"PORTAGEVILLE, NY US",10,,,,,,
USC00306745,"PORTAGEVILLE, NY US",11,,,,,,
USC00306745,"PORTAGEVILLE, NY US",12,,,,,,
USC00300085,"ALFRED, NY US",1,22.4,5.6,31.4,4.9,13.4,6.5
USC00300085,"ALFRED, NY US",2,24.4,4.5,35.0,4.4,13.8,5.0
USC00300085,"ALFRED, NY US",3,32.9,3.5,44.1,3.6,21.7,3.6
USC00300085,"ALFRED, NY US",4,44.2,3.0,56.4,3.6,32.0,2.8
USC00300085,"ALFRED, NY US",5,55.0,3.5,68.1,4.0,42.0,3.4
USC00300085,"ALFRED, NY US",6,64.2,2.1,76.5,2.8,51.9,2.4
USC00300085,"ALFRED, NY US",7,68.4,2.5,80.5,2.9,56.3,2.7
USC00300085,"ALFRED, NY US",8,66.4,1.9,78.6,2.5,54.1,1.9
USC00300085,"ALFRED, NY US",9,58.6,1.9,70.7,2.8,46.6,2.3
USC00300085,"ALFRED, NY US",10,48.1,2.8,59.5,3.3,36.8,3.0
USC00300085,"ALFRED, NY US",11,37.6,3.1,47.0,3.8,28.2,2.7
USC00300085,"ALFRED, NY US",12,27.4,5.3,35.6,5.3,19.3,5.6
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",1,24.3,,31.7,,16.8,
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",2,25.5,,34.0,,16.9,
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",3,33.2,,41.7,,24.6,
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",4,45.8,,55.7,,35.8,
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",5,56.6,,67.5,,45.6,
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",6,66.4,,76.6,,56.2,
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",7,71.1,,81.0,,61.2,
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",8,69.8,,79.4,,60.1,
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",9,62.5,,72.1,,52.8,
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",10,51.0,,60.1,,41.9,
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",11,39.9,,48.0,,31.8,
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",12,29.9,,36.5,,23.2,
USW00004725,"BINGHAMTON GREATER AP, NY US",1,22.2,5.4,28.7,5.2,15.7,5.7
USW00004725,"BINGHAMTON GREATER AP, NY US",2,24.7,3.8,32.1,4.1,17.4,3.8
USW00004725,"BINGHAMTON GREATER AP, NY US",3,32.8,3.5,41.1,4.0,24.6,3.2
USW00004725,"BINGHAMTON GREATER AP, NY US",4,45.1,2.8,54.2,3.4,35.9,2.4
USW00004725,"BINGHAMTON GREATER AP, NY US",5,55.8,3.1,65.5,3.5,46.1,2.8
USW00004725,"BINGHAMTON GREATER AP, NY US",6,64.4,2.1,73.7,2.6,55.2,1.8
USW00004725,"BINGHAMTON GREATER AP, NY US",7,68.7,2.2,77.8,2.7,59.6,2.0
USW00004725,"BINGHAMTON GREATER AP, NY US",8,67.4,2.4,76.5,2.9,58.3,2.0
USW00004725,"BINGHAMTON GREATER AP, NY US",9,59.6,2.2,68.4,2.9,50.7,1.9
USW00004725,"BINGHAMTON GREATER AP, NY US",10,48.5,3.0,56.8,3.2,40.1,3.0
USW00004725,"BINGHAMTON GREATER AP, NY US",11,38.3,3.1,45.1,3.6,31.4,2.7
USW00004725,"BINGHAMTON GREATER AP, NY US",12,27.3,4.8,33.3,5.1,21.2,4.7
USC00301966,"DANNEMORA, NY US",1,17.0,5.8,25.7,5.5,8.2,6.3
USC00301966,"DANNEMORA, NY US",2,20.4,4.4,29.4,4.4,11.5,4.6
USC00301966,"DANNEMORA, NY US",3,29.4,3.5,38.5,3.5,20.4,3.7
USC00301966,"DANNEMORA, NY US",4,43.1,3.0,52.7,3.7,33.5,2.8
USC00301966,"DANNEMORA, NY US",5,55.1,3.0,65.3,3.6,44.8,2.7
USC00301966,"DANNEMORA, NY US",6,64.0,2.2,73.7,2.6,54.2,2.1
USC00301966,"DANNEMORA, NY US",7,68.1,2.0,77.6,2.4,58.5,1.8
USC00301966,"DANNEMORA, NY US",8,66.3,2.0,75.8,2.1,56.7,2.1
USC00301966,"DANNEMORA, NY US",9,58.7,2.4,68.4,2.8,49.0,2.4
USC00301966,"DANNEMORA, NY US",10,46.8,2.7,55.6,3.1,38.1,2.5
USC00301966,"DANNEMORA, NY US",11,35.1,3.1,42.4,3.9,27.8,2.7
USC00301966,"DANNEMORA, NY US",12,23.1,5.0,30.8,5.0,15.3,5.3
USW00054790,"SHIRLEY BROOKHAVEN AIRPORT, NY US",1,30.1,4.5,38.0,4.4,22.2,4.7
USW00054790,"SHIRLEY BROOKHAVEN AIRPORT, NY US",2,32.4,3.0,40.7,3.6,24.1,2.7
USW00054790,"SHIRLEY BROOKHAVEN AIRPORT, NY US",3,38.8,2.3,47.8,2.4,29.8,2.4
USW00054790,"SHIRLEY BROOKHAVEN AIRPORT, NY US",4,48.4,1.8,57.6,2.3,39.2,1.8
USW00054790,"SHIRLEY BROOKHAVEN AIRPORT, NY US",5,57.8,1.9,67.3,2.3,48.4,1.7
USW00054790,"SHIRLEY BROOKHAVEN AIRPORT, NY US",6,67.3,1.9,76.3,2.4,58.4,1.9
USW00054790,"SHIRLEY BROOKHAVEN AIRPORT, NY US",7,73.0,2.2,82.0,2.6,64.1,2.1
USW00054790,"SHIRLEY BROOKHAVEN AIRPORT, NY US",8,71.6,2.2,79.9,2.5,63.3,2.2
USW00054790,"SHIRLEY BROOKHAVEN AIRPORT, NY US",9,64.6,1.8,74.0,1.7,55.2,2.2
USW00054790,"SHIRLEY BROOKHAVEN AIRPORT, NY US",10,53.6,2.5,63.4,2.0,43.8,3.3
USW00054790,"SHIRLEY BROOKHAVEN AIRPORT, NY US",11,45.1,2.0,53.9,2.0,36.2,2.3
USW00054790,"SHIRLEY BROOKHAVEN AIRPORT, NY US",12,35.7,3.7,43.6,3.9,27.8,3.7
USC00306196,"OLEAN, NY US",1,,,,,,
USC00306196,"OLEAN, NY US",2,,,,,,
USC00306196,"OLEAN, NY US",3,,,,,,
USC00306196,"OLEAN, NY US",4,,,,,,
USC00306196,"OLEAN, NY US",5,,,,,,
USC00306196,"OLEAN, NY US",6,,,,,,
USC00306196,"OLEAN, NY US",7,,,,,,
USC00306196,"OLEAN, NY US",8,,,,,,
USC00306196,"OLEAN, NY US",9,,,,,,
USC00306196,"OLEAN, NY US",10,,,,,,
USC00306196,"OLEAN, NY US",11,,,,,,
USC00306196,"OLEAN, NY US",12,,,,,,
USC00301168,"CANDOR 2 SE, NY US",1,,,,,,
USC00301168,"CANDOR 2 SE, NY US",2,,,,,,
USC00301168,"CANDOR 2 SE, NY US",3,,,,,,
USC00301168,"CANDOR 2 SE, NY US",4,,,,,,
USC00301168,"CANDOR 2 SE, NY US",5,,,,,,
USC00301168,"CANDOR 2 SE, NY US",6,,,,,,
USC00301168,"CANDOR 2 SE, NY US",7,,,,,,
USC00301168,"CANDOR 2 SE, NY US",8,,,,,,
USC00301168,"CANDOR 2 SE, NY US",9,,,,,,
USC00301168,"CANDOR 2 SE, NY US",10,,,,,,
USC00301168,"CANDOR 2 SE, NY US",11,,,,,,
USC00301168,"CANDOR 2 SE, NY US",12,,,,,,
USC00303346,"GOUVERNEUR 3 NW, NY US",1,14.6,6.7,25.6,5.6,3.7,8.0
USC00303346,"GOUVERNEUR 3 NW, NY US",2,17.2,5.5,29.0,4.7,5.4,6.6
USC00303346,"GOUVERNEUR 3 NW, NY US",3,27.7,4.5,38.8,3.9,16.6,5.2
USC00303346,"GOUVERNEUR 3 NW, NY US",4,42.5,2.9,53.5,3.9,31.6,2.5
USC00303346,"GOUVERNEUR 3 NW, NY US",5,53.3,2.8,65.2,3.5,41.4,2.7
USC00303346,"GOUVERNEUR 3 NW, NY US",6,63.3,2.5,74.7,2.9,51.9,2.6
USC00303346,"GOUVERNEUR 3 NW, NY US",7,67.6,2.4,79.0,2.6,56.2,2.8
