STATION,NAME,DATE,MLY-DUTR-NORMAL,MLY-DUTR-STDDEV,MLY-PRCP-25PCTL,MLY-PRCP-50PCTL,MLY-PRCP-75PCTL,MLY-PRCP-AVGNDS-GE001HI,MLY-PRCP-AVGNDS-GE010HI,MLY-PRCP-AVGNDS-GE050HI,MLY-PRCP-AVGNDS-GE100HI,MLY-PRCP-NORMAL
USC00302036,"DELHI 2 SE, NY US",10,24.0,2.9,2.63,3.99,5.53,13.4,7.6,2.7,1.0,4.27
USC00302036,"DELHI 2 SE, NY US",11,18.3,2.4,2.53,4.27,4.94,14.2,7.5,2.6,0.7,3.94
USC00302036,"DELHI 2 SE, NY US",12,17.3,2.1,2.52,3.21,4.2,16.5,7.8,2.2,0.4,3.45
USC00300254,"ARKVILLE 2 W, NY US",1,,,1.63,2.4,3.35,12.0,5.9,1.6,0.4,2.62
USC00300254,"ARKVILLE 2 W, NY US",3,,,2.23,2.87,3.72,11.6,7.2,1.8,0.5,3.01
USC00300254,"ARKVILLE 2 W, NY US",4,,,2.17,3.12,4.69,13.0,7.6,2.2,0.6,3.55
USC00300254,"ARKVILLE 2 W, NY US",5,,,2.57,3.72,4.7,14.2,9.1,2.6,0.9,3.87
USC00300254,"ARKVILLE 2 W, NY US",6,,,3.08,4.61,6.01,13.3,8.1,3.2,0.9,4.57
USC00300254,"ARKVILLE 2 W, NY US",7,,,3.68,4.27,5.1,12.3,8.1,3.1,1.3,4.66
USC00300254,"ARKVILLE 2 W, NY US",8,,,2.34,3.57,4.58,11.3,7.5,2.7,0.5,3.58
USC00300254,"ARKVILLE 2 W, NY US",9,,,2.26,3.52,5.35,11.1,7.0,2.8,1.0,4.28
USC00300254,"ARKVILLE 2 W, NY US",10,,,2.48,3.51,5.06,12.5,6.9,2.5,0.9,4.11
USC00300254,"ARKVILLE 2 W, NY US",11,,,2.48,3.74,4.39,12.4,6.6,2.3,0.7,3.55
USC00300254,"ARKVILLE 2 W, NY US",12,,,1.74,2.69,4.35,11.7,6.1,1.9,0.4,2.92
USW00054778,"PENN YAN AIRPORT, NY US",1,14.9,1.7,,,,,,,,1.72
USW00054778,"PENN YAN AIRPORT, NY US",2,16.4,2.5,,,,,,,,1.47
USW00054778,"PENN YAN AIRPORT, NY US",3,18.4,2.0,,,,,,,,2.35
USW00054778,"PENN YAN AIRPORT, NY US",4,19.8,1.8,,,,,,,,2.74
USW00054778,"PENN YAN AIRPORT, NY US",5,21.7,1.5,,,,,,,,2.86
USW00054778,"PENN YAN AIRPORT, NY US",6,20.5,1.9,,,,,,,,3.29
USW00054778,"PENN YAN AIRPORT, NY US",7,19.8,1.9,,,,,,,,3.91
USW00054778,"PENN YAN AIRPORT, NY US",8,19.6,1.7,,,,,,,,2.81
USW00054778,"PENN YAN AIRPORT, NY US",9,20.4,2.2,,,,,,,,4.04
USW00054778,"PENN YAN AIRPORT, NY US",10,18.6,1.7,,,,,,,,2.63
USW00054778,"PENN YAN AIRPORT, NY US",11,15.4,2.1,,,,,,,,2.49
USC00304555,"LAKE PLACID 2 S, NY US",1,22.0,2.4,1.46,2.46,3.2,16.9,7.2,1.3,0.1,2.51
USC00304555,"LAKE PLACID 2 S, NY US",2,23.9,2.9,1.23,2.03,2.64,12.7,6.1,1.1,0.2,2.16
USC00304555,"LAKE PLACID 2 S, NY US",4,25.1,2.7,1.74,2.83,3.73,13.1,7.7,1.5,0.3,2.79
USC00304555,"LAKE PLACID 2 S, NY US",5,26.9,2.8,2.53,3.43,4.61,14.9,9.9,2.0,0.3,3.49
USC00304555,"LAKE PLACID 2 S, NY US",7,24.7,1.9,3.06,3.94,5.13,13.4,9.5,2.9,0.9,4.36
USC00304555,"LAKE PLACID 2 S, NY US",8,24.8,1.4,3.3,4.35,4.91,13.2,9.0,2.6,0.8,4.15
USC00304555,"LAKE PLACID 2 S, NY US",10,22.5,2.6,2.82,3.81,5.49,14.2,9.5,2.4,0.8,4.0
USC00304555,"LAKE PLACID 2 S, NY US",11,18.9,2.2,2.42,3.06,4.49,14.7,8.2,2.0,0.6,3.4
USC00304555,"LAKE PLACID 2 S, NY US",12,19.8,3.1,1.85,2.6,4.41,17.5,8.1,1.6,0.4,3.09
USC00305248,"MELROSE 1 NE, NY US",1,,,1.58,2.79,3.92,11.0,6.1,1.8,0.4,2.82
USC00305248,"MELROSE 1 NE, NY US",2,,,1.37,2.0,2.63,8.7,6.1,1.5,0.2,2.23
USC00305248,"MELROSE 1 NE, NY US",3,,,2.26,3.01,4.17,10.2,6.8,2.3,0.6,3.15
USC00305248,"MELROSE 1 NE, NY US",4,,,2.35,3.09,4.25,11.1,7.1,2.1,0.6,3.35
USC00305248,"MELROSE 1 NE, NY US",5,,,2.8,4.11,5.35,13.3,8.3,2.7,0.7,4.15
USC00305248,"MELROSE 1 NE, NY US",6,,,2.51,4.09,5.7,11.9,8.2,3.3,1.0,4.25
USC00305248,"MELROSE 1 NE, NY US",7,,,3.02,4.35,5.3,11.8,7.6,3.5,1.2,4.66
USC00305248,"MELROSE 1 NE, NY US",8,,,2.99,4.1,5.41,9.7,6.6,2.7,1.2,4.15
USC00305248,"MELROSE 1 NE, NY US",9,,,2.54,3.19,4.54,10.9,6.7,2.3,0.7,3.75
USC00305248,"MELROSE 1 NE, NY US",10,,,1.98,3.57,5.14,11.0,6.9,2.6,0.9,3.79
USC00305248,"MELROSE 1 NE, NY US",11,,,2.5,3.98,4.54,11.5,7.1,2.4,0.6,3.67
USC00305248,"MELROSE 1 NE, NY US",12,,,2.3,2.99,3.77,11.2,6.8,2.1,0.5,3.1
USC00308910,"WALES, NY US",1,15.2,1.9,2.52,3.18,3.85,17.0,10.9,1.5,0.1,3.28
USC00308910,"WALES, NY US",2,17.5,2.3,1.82,2.21,3.01,13.2,7.5,1.2,0.2,2.41
USC00308910,"WALES, NY US",3,19.2,1.8,2.27,2.73,3.5,12.2,8.3,1.9,0.2,2.93
USC00308910,"WALES, NY US",5,22.5,2.0,2.33,3.16,4.86,11.4,7.9,2.2,0.4,3.54
USC00308910,"WALES, NY US",6,20.4,2.2,2.8,3.98,5.34,11.4,8.3,3.0,0.7,4.25
USC00308910,"WALES, NY US",7,20.3,2.0,2.79,3.58,4.57,11.3,8.1,2.7,0.8,3.87
USC00308910,"WALES, NY US",8,20.8,1.9,2.56,3.24,4.61,10.4,7.8,2.6,0.6,3.5
USC00308910,"WALES, NY US",9,20.6,2.3,3.26,3.54,4.64,11.0,7.8,2.6,0.8,3.95
USC00308910,"WALES, NY US",10,19.3,1.9,2.82,3.55,4.67,11.6,8.6,2.7,0.5,3.7
USC00308910,"WALES, NY US",11,16.2,2.1,2.68,3.47,4.99,13.1,8.7,2.6,0.4,3.85
USC00308910,"WALES, NY US",12,14.0,2.2,2.84,3.56,4.64,15.3,10.6,1.9,0.4,3.82
USC00301580,"CLYDE LOCK 26, NY US",1,,,1.61,2.39,3.3,14.9,8.0,1.0,0.2,2.57
USC00301580,"CLYDE LOCK 26, NY US",2,,,1.46,1.87,2.22,10.9,5.4,0.8,0.1,1.89
USC00301580,"CLYDE LOCK 26, NY US",3,,,1.88,2.42,3.5,11.6,6.1,1.5,0.2,2.55
USC00301580,"CLYDE LOCK 26, NY US",4,,,2.17,2.74,4.19,11.4,6.3,1.6,0.4,3.04
USC00301580,"CLYDE LOCK 26, NY US",5,,,2.16,2.73,4.59,12.1,7.2,2.1,0.5,3.24
USC00301580,"CLYDE LOCK 26, NY US",6,,,2.35,3.2,4.86,12.9,7.9,2.2,0.6,3.56
USC00301580,"CLYDE LOCK 26, NY US",7,,,2.1,3.0,3.93,11.2,7.3,2.2,0.7,3.36
USC00301580,"CLYDE LOCK 26, NY US",8,,,2.49,3.24,4.87,11.3,7.3,2.4,0.8,3.68
USC00301580,"CLYDE LOCK 26, NY US",9,,,2.92,3.61,4.68,12.1,7.7,2.5,0.8,3.79
USC00301580,"CLYDE LOCK 26, NY US",10,,,2.56,3.34,3.85,14.3,8.4,2.2,0.5,3.5
USC00301580,"CLYDE LOCK 26, NY US",11,,,2.57,3.06,4.03,12.8,7.8,2.1,0.4,3.34
USC00301580,"CLYDE LOCK 26, NY US",12,,,1.78,2.1,3.29,12.9,7.0,1.7,0.4,2.65
USC00304952,"MACEDON, NY US",1,,,0.94,1.69,2.34,9.6,6.2,1.2,0.4,2.04
USC00304952,"MACEDON, NY US",2,,,1.0,1.38,2.12,7.0,3.8,0.9,0.2,1.56
USC00304952,"MACEDON, NY US",3,,,1.46,1.9,2.82,6.7,4.3,1.2,0.3,2.2
USC00304952,"MACEDON, NY US",4,,,2.09,2.85,3.85,6.1,4.4,1.8,0.7,2.98
USC00304952,"MACEDON, NY US",5,,,1.65,2.5,2.8,9.4,6.3,1.6,0.3,2.7
USC00304952,"MACEDON, NY US",6,,,1.6,3.04,4.44,9.2,6.8,2.0,0.4,3.26
USC00304952,"MACEDON, NY US",7,,,1.48,2.49,3.8,8.7,6.6,2.0,0.6,3.08
USC00304952,"MACEDON, NY US",8,,,1.89,2.68,3.91,8.3,5.7,1.9,0.5,2.99
USC00304952,"MACEDON, NY US",9,,,2.27,3.22,3.99,8.8,6.2,2.2,0.4,3.22
USC00304952,"MACEDON, NY US",10,,,2.16,2.76,3.78,10.7,6.7,1.8,0.5,2.95
USC00304952,"MACEDON, NY US",11,,,2.04,2.48,3.52,7.6,5.1,1.3,0.5,2.75
USC00304952,"MACEDON, NY US",12,,,1.41,2.0,2.83,8.2,5.0,1.1,0.3,2.17
USC00302031,"DELANSON 2 NE, NY US",1,17.8,,,,,,,,,2.57
USC00302031,"DELANSON 2 NE, NY US",2,19.6,,,,,,,,,2.12
USC00302031,"DELANSON 2 NE, NY US",3,20.2,,,,,,,,,3.31
USC00302031,"DELANSON 2 NE, NY US",4,21.5,,,,,,,,,3.51
USC00302031,"DELANSON 2 NE, NY US",5,22.4,,,,,,,,,3.91
USC00302031,"DELANSON 2 NE, NY US",6,22.0,,,,,,,,,4.83
USC00302031,"DELANSON 2 NE, NY US",7,22.1,,,,,,,,,4.16
USC00302031,"DELANSON 2 NE, NY US",8,22.4,,,,,,,,,3.69
USC00302031,"DELANSON 2 NE, NY US",9,23.0,,,,,,,,,3.38
USC00302031,"DELANSON 2 NE, NY US",10,20.5,,,,,,,,,3.9
USC00302031,"DELANSON 2 NE, NY US",11,18.0,,,,,,,,,3.27
USC00300093,"ALLEGANY STATE PARK, NY US",1,15.7,1.9,2.07,2.72,3.94,17.1,9.2,1.3,0.3,3.08
USC00300093,"ALLEGANY STATE PARK, NY US",2,18.5,2.5,1.77,2.14,2.79,13.2,7.7,0.8,0.2,2.37
USC00300093,"ALLEGANY STATE PARK, NY US",3,20.8,2.4,2.09,2.89,3.27,12.8,8.2,1.5,0.2,2.86
USC00300093,"ALLEGANY STATE PARK, NY US",4,23.2,2.7,2.85,3.6,4.54,12.8,9.3,2.1,0.4,3.63
USC00300093,"ALLEGANY STATE PARK, NY US",5,25.3,1.9,2.49,3.5,4.5,11.7,8.4,2.9,0.8,3.85
USC00300093,"ALLEGANY STATE PARK, NY US",6,23.9,2.7,3.27,4.23,6.42,12.0,9.4,3.1,1.3,4.92
USC00300093,"ALLEGANY STATE PARK, NY US",7,23.0,2.1,2.97,4.32,5.86,11.3,8.9,3.4,1.0,4.68
USC00300093,"ALLEGANY STATE PARK, NY US",8,22.3,2.0,2.46,3.77,4.75,10.3,7.6,2.6,0.9,3.96
USC00300093,"ALLEGANY STATE PARK, NY US",9,21.9,2.5,2.71,3.81,5.73,10.9,7.9,3.0,0.9,4.11
USC00300093,"ALLEGANY STATE PARK, NY US",10,20.5,2.8,2.62,3.32,4.19,13.2,9.5,2.4,0.4,3.72
USC00300093,"ALLEGANY STATE PARK, NY US",11,16.2,2.6,2.96,3.66,4.76,13.9,9.2,2.5,0.4,3.94
USC00300093,"ALLEGANY STATE PARK, NY US",12,13.8,2.3,2.6,3.23,3.92,16.4,10.1,1.9,0.2,3.55
USC00307705,"SHERBURNE, NY US",2,20.2,3.3,1.4,1.93,2.6,13.2,5.4,1.0,0.2,2.1
USC00307705,"SHERBURNE, NY US",3,20.8,2.6,1.95,2.73,3.32,13.0,6.4,1.7,0.5,2.86
USC00307705,"SHERBURNE, NY US",4,22.9,2.6,2.28,2.96,4.28,14.2,7.5,1.8,0.5,3.25
USC00307705,"SHERBURNE, NY US",5,25.5,2.4,2.06,2.86,4.87,14.3,7.6,2.0,0.6,3.44
USC00307705,"SHERBURNE, NY US",6,23.7,2.6,2.98,4.27,5.26,15.0,9.0,2.9,0.7,4.47
USC00307705,"SHERBURNE, NY US",7,23.7,2.3,2.52,3.35,5.21,12.8,7.3,2.7,0.7,3.85
USC00307705,"SHERBURNE, NY US",9,23.9,2.5,2.52,3.48,4.44,13.5,7.1,2.3,0.9,3.74
USC00307705,"SHERBURNE, NY US",10,22.7,2.4,2.19,3.38,4.72,15.1,8.0,2.2,0.7,3.65
USC00307705,"SHERBURNE, NY US",11,17.8,2.2,2.56,3.32,3.95,15.1,7.3,2.1,0.6,3.32
USC00307705,"SHERBURNE, NY US",12,16.2,2.1,1.69,2.28,3.47,15.4,6.0,1.2,0.3,2.65
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",1,15.9,1.8,1.15,1.9,2.76,15.8,5.8,0.7,0.1,2.08
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",3,19.0,1.9,2.08,2.37,3.16,13.8,6.2,1.4,0.3,2.64
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",6,22.7,2.4,2.89,3.89,4.86,13.8,8.9,2.5,0.7,3.99
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",7,22.1,1.8,2.81,3.4,4.78,12.1,8.1,2.7,0.8,3.83
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",8,22.3,1.7,2.48,3.52,4.37,11.5,7.0,2.5,0.9,3.63
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",9,22.1,2.4,2.43,3.45,4.98,12.0,7.0,2.5,0.8,3.69
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",11,15.8,2.0,2.55,3.0,3.9,14.4,6.7,1.9,0.4,3.16
USC00304836,"LOCKE 2 W, NY US",1,15.6,,1.58,2.01,2.81,17.4,6.9,0.8,0.1,2.32
USC00304836,"LOCKE 2 W, NY US",2,17.1,,1.5,2.21,2.84,13.5,6.1,0.9,0.2,2.24
USC00304836,"LOCKE 2 W, NY US",3,19.1,,1.98,2.41,3.69,14.1,7.1,1.7,0.2,2.9
USC00304836,"LOCKE 2 W, NY US",5,23.1,,1.92,2.81,4.89,13.5,8.2,2.1,0.4,3.33
USC00304836,"LOCKE 2 W, NY US",6,23.8,,2.96,4.59,5.61,14.1,8.8,3.3,0.9,4.39
USC00304836,"LOCKE 2 W, NY US",7,21.9,,2.89,3.87,4.81,12.7,8.0,2.9,0.9,4.12
USC00304836,"LOCKE 2 W, NY US",8,22.7,,2.5,3.19,4.51,12.0,6.8,2.4,0.7,3.72
USC00304836,"LOCKE 2 W, NY US",11,15.8,,2.52,3.41,4.35,14.8,8.0,2.4,0.5,3.58
USC00304836,"LOCKE 2 W, NY US",12,14.6,,2.07,2.75,3.56,15.4,7.5,1.6,0.2,2.86
USC00305925,"NORTH CREEK 5 SE, NY US",1,,,1.56,2.93,4.15,12.3,6.1,2.3,0.8,2.96
USC00305925,"NORTH CREEK 5 SE, NY US",2,,,1.63,2.11,3.12,8.6,5.0,1.6,0.5,2.56
USC00305925,"NORTH CREEK 5 SE, NY US",3,,,1.83,3.08,4.17,10.3,6.3,2.1,0.9,3.25
USC00305925,"NORTH CREEK 5 SE, NY US",4,,,2.13,3.2,5.07,11.2,7.1,2.5,0.8,3.63
USC00305925,"NORTH CREEK 5 SE, NY US",5,,,2.2,3.64,6.0,13.0,7.7,2.6,0.9,3.87
USC00305925,"NORTH CREEK 5 SE, NY US",6,,,2.72,3.54,5.22,12.7,8.2,2.8,0.8,3.99
USC00305925,"NORTH CREEK 5 SE, NY US",8,,,2.11,3.37,4.63,10.8,6.8,2.6,0.9,3.58
USC00305925,"NORTH CREEK 5 SE, NY US",9,,,2.58,3.26,3.82,9.8,6.2,2.6,1.0,3.59
USC00305925,"NORTH CREEK 5 SE, NY US",10,,,2.34,3.42,5.78,12.9,7.3,2.9,0.8,4.09
USC00305925,"NORTH CREEK 5 SE, NY US",11,,,2.59,3.63,4.15,12.3,7.1,2.7,0.9,3.67
USC00305925,"NORTH CREEK 5 SE, NY US",12,,,2.14,2.86,4.74,11.7,6.1,2.3,0.7,3.24
USW00014719,"WESTHAMPTON GABRESKI AIRPORT, NY US",1,19.1,2.4,,,,,,,,3.57
USW00014719,"WESTHAMPTON GABRESKI AIRPORT, NY US",2,19.5,1.8,,,,,,,,2.9
USW00014719,"WESTHAMPTON GABRESKI AIRPORT, NY US",3,20.8,1.9,,,,,,,,4.62
USW00014719,"WESTHAMPTON GABRESKI AIRPORT, NY US",4,22.2,2.2,,,,,,,,4.62
USW00014719,"WESTHAMPTON GABRESKI AIRPORT, NY US",6,19.6,1.9,,,,,,,,4.05
USW00014719,"WESTHAMPTON GABRESKI AIRPORT, NY US",7,19.7,1.5,,,,,,,,3.65
USW00014719,"WESTHAMPTON GABRESKI AIRPORT, NY US",8,18.9,1.8,,,,,,,,3.81
USW00014719,"WESTHAMPTON GABRESKI AIRPORT, NY US",9,20.5,2.0,,,,,,,,4.06
USW00014719,"WESTHAMPTON GABRESKI AIRPORT, NY US",10,22.2,2.4,,,,,,,,4.1
USW00014719,"WESTHAMPTON GABRESKI AIRPORT, NY US",11,20.6,2.0,,,,,,,,4.21
USW00014719,"WESTHAMPTON GABRESKI AIRPORT, NY US",12,19.5,1.3,,,,,,,,3.32
USC00309292,"WEST POINT, NY US",1,14.7,1.8,2.13,3.34,4.35,9.8,7.1,2.7,0.7,3.66
USC00309292,"WEST POINT, NY US",2,16.2,1.9,1.8,2.74,3.52,7.9,5.9,1.9,0.7,3.08
USC00309292,"WEST POINT, NY US",4,20.5,2.1,2.7,3.88,5.31,10.7,7.3,2.5,1.0,4.13
USC00309292,"WEST POINT, NY US",5,21.5,1.7,2.97,3.44,5.14,11.4,7.8,2.6,1.0,4.11
USC00309292,"WEST POINT, NY US",6,20.7,2.4,2.74,4.25,6.91,11.3,8.0,3.3,1.2,4.56
USC00309292,"WEST POINT, NY US",7,20.7,2.6,3.2,4.7,5.83,10.2,6.8,3.0,1.5,4.59
USC00309292,"WEST POINT, NY US",8,19.5,1.9,2.85,4.59,5.6,9.3,6.9,3.0,1.2,4.61
USC00309292,"WEST POINT, NY US",9,19.6,3.0,2.1,3.59,5.33,8.2,6.2,2.9,1.3,4.47
USC00309292,"WEST POINT, NY US",10,18.0,1.8,2.01,4.19,6.54,8.8,6.4,3.0,1.4,4.99
USC00309292,"WEST POINT, NY US",11,15.4,2.6,2.83,4.45,5.57,9.5,6.2,3.1,1.3,4.33
USC00309292,"WEST POINT, NY US",12,13.4,1.9,2.41,3.75,5.64,10.0,7.0,2.9,0.9,4.2
USC00306062,"NORTHVILLE, NY US",1,,,2.12,3.63,4.8,12.5,7.6,2.7,0.8,3.71
USC00306062,"NORTHVILLE, NY US",2,,,1.95,2.74,3.57,9.7,6.7,2.1,0.4,2.93
USC00306062,"NORTHVILLE, NY US",4,,,2.66,3.75,4.73,11.2,7.3,2.4,0.8,3.83
USC00306062,"NORTHVILLE, NY US",5,,,2.4,3.5,5.33,12.2,7.6,2.6,1.0,4.03
USC00306062,"NORTHVILLE, NY US",6,,,2.38,3.84,5.2,11.6,7.8,2.6,1.0,3.99
USC00306062,"NORTHVILLE, NY US",7,,,2.12,3.84,5.56,10.5,6.9,2.8,0.9,3.97
USC00306062,"NORTHVILLE, NY US",8,,,3.3,4.05,5.11,10.7,7.9,3.0,1.1,4.31
USC00306062,"NORTHVILLE, NY US",9,,,2.71,3.17,4.34,10.5,7.0,2.4,1.2,3.88
USC00306062,"NORTHVILLE, NY US",11,,,2.8,3.88,4.63,11.6,7.4,2.7,0.8,3.78
USC00306062,"NORTHVILLE, NY US",12,,,2.64,3.66,4.41,11.7,7.5,2.4,0.5,3.59
USC00309690,"YOUNGSTOWN 2 NE, NY US",1,14.1,,,,,,,,,2.22
USC00309690,"YOUNGSTOWN 2 NE, NY US",2,16.4,,,,,,,,,2.24
USC00309690,"YOUNGSTOWN 2 NE, NY US",3,18.1,,,,,,,,,2.5
USC00309690,"YOUNGSTOWN 2 NE, NY US",4,20.8,,,,,,,,,2.98
USC00309690,"YOUNGSTOWN 2 NE, NY US",5,22.1,,,,,,,,,3.02
USC00309690,"YOUNGSTOWN 2 NE, NY US",6,19.7,,,,,,,,,3.57
USC00309690,"YOUNGSTOWN 2 NE, NY US",7,19.5,,,,,,,,,3.49
USC00309690,"YOUNGSTOWN 2 NE, NY US",9,19.8,,,,,,,,,3.57
USC00309690,"YOUNGSTOWN 2 NE, NY US",10,17.5,,,,,,,,,2.98
USC00309690,"YOUNGSTOWN 2 NE, NY US",11,15.8,,,,,,,,,3.26
USC00309690,"YOUNGSTOWN 2 NE, NY US",12,13.4,,,,,,,,,3.05
USC00300889,"BRIDGEHAMPTON, NY US",1,15.1,1.5,2.57,3.81,5.32,9.9,7.1,3.1,1.1,4.04
USC00300889,"BRIDGEHAMPTON, NY US",2,15.0,1.8,2.4,3.2,5.21,8.9,6.5,2.6,1.0,3.67
USC00300889,"BRIDGEHAMPTON, NY US",3,16.0,1.7,3.08,4.6,6.35,10.2,7.2,3.2,1.5,5.07
USC00300889,"BRIDGEHAMPTON, NY US",4,16.7,1.7,2.5,4.46,6.39,10.5,7.3,2.7,1.2,4.52
USC00300889,"BRIDGEHAMPTON, NY US",5,17.9,1.4,2.81,3.51,5.16,10.7,7.2,2.4,0.7,3.79
USC00300889,"BRIDGEHAMPTON, NY US",6,16.9,1.6,1.68,3.48,5.49,8.9,5.7,2.6,1.2,4.14
USC00300889,"BRIDGEHAMPTON, NY US",7,17.0,2.0,2.04,3.23,4.79,7.9,5.4,2.3,0.9,3.45
USC00300889,"BRIDGEHAMPTON, NY US",9,17.5,1.7,2.13,4.08,6.53,8.1,6.0,2.9,1.4,4.6
USC00300889,"BRIDGEHAMPTON, NY US",10,18.1,1.9,2.28,3.29,4.41,8.4,5.7,2.6,1.1,4.1
USC00300889,"BRIDGEHAMPTON, NY US",11,16.2,1.8,2.76,3.96,5.34,9.5,6.4,3.3,1.3,4.37
USC00300889,"BRIDGEHAMPTON, NY US",12,15.3,1.3,2.69,4.03,5.22,10.0,7.5,3.0,1.2,4.37
USC00306184,"OLD FORGE, NY US",1,21.0,3.2,3.17,3.86,4.98,18.7,11.4,1.8,0.2,4.06
USC00306184,"OLD FORGE, NY US",2,22.7,2.6,2.34,2.91,3.66,14.1,8.3,1.4,0.2,3.08
USC00306184,"OLD FORGE, NY US",4,21.1,2.9,2.28,3.48,4.52,12.8,8.6,2.3,0.5,3.67
USC00306184,"OLD FORGE, NY US",5,22.6,2.7,2.54,3.98,5.74,14.0,9.6,3.2,0.7,4.22
USC00306184,"OLD FORGE, NY US",6,21.0,2.5,2.57,4.0,5.65,13.1,9.0,2.7,0.6,4.15
USC00306184,"OLD FORGE, NY US",7,20.7,2.7,3.08,4.25,4.95,12.7,9.0,2.7,0.9,4.23
USC00306184,"OLD FORGE, NY US",8,20.6,2.2,3.16,4.65,5.86,12.4,8.2,3.0,1.1,4.51
USC00306184,"OLD FORGE, NY US",9,20.6,2.6,3.36,4.51,5.88,12.0,8.5,3.1,1.4,4.7
USC00306184,"OLD FORGE, NY US",10,19.8,2.2,3.7,4.81,6.4,14.5,10.5,3.2,0.9,5.0
USC00306184,"OLD FORGE, NY US",11,16.6,2.1,3.63,4.62,5.73,16.1,10.8,2.7,0.6,4.62
USC00306184,"OLD FORGE, NY US",12,17.7,3.9,3.01,3.79,5.22,18.7,10.5,2.3,0.7,4.39
USW00054780,"MONTAUK AIRPORT, NY US",1,11.7,1.6,,,,,,,,2.87
USW00054780,"MONTAUK AIRPORT, NY US",2,12.8,1.6,,,,,,,,3.38
USW00054780,"MONTAUK AIRPORT, NY US",3,13.1,1.6,,,,,,,,4.75
USW00054780,"MONTAUK AIRPORT, NY US",4,14.2,1.6,,,,,,,,3.45
USW00054780,"MONTAUK AIRPORT, NY US",5,15.3,1.9,,,,,,,,2.21
USW00054780,"MONTAUK AIRPORT, NY US",6,13.8,1.9,,,,,,,,3.8
USW00054780,"MONTAUK AIRPORT, NY US",7,13.9,1.0,,,,,,,,3.81
USW00054780,"MONTAUK AIRPORT, NY US",8,13.4,1.7,,,,,,,,3.92
USW00054780,"MONTAUK AIRPORT, NY US",9,12.5,1.4,,,,,,,,3.93
USW00054780,"MONTAUK AIRPORT, NY US",10,12.3,1.2,,,,,,,,3.66
USW00054780,"MONTAUK AIRPORT, NY US",11,11.6,1.4,,,,,,,,4.22
USW00054780,"MONTAUK AIRPORT, NY US",12,11.3,1.5,,,,,,,,3.58
USC00307274,"ROSENDALE 2 E, NY US",1,,,2.15,3.5,4.29,10.3,7.0,2.7,0.7,3.46
USC00307274,"ROSENDALE 2 E, NY US",3,,,2.7,3.68,4.79,10.4,6.6,2.4,1.0,3.7
USC00307274,"ROSENDALE 2 E, NY US",5,,,2.2,3.33,4.85,12.0,7.1,2.8,0.9,4.01
USC00307274,"ROSENDALE 2 E, NY US",6,,,2.2,3.9,5.86,11.0,6.7,2.9,1.2,3.99
USC00307274,"ROSENDALE 2 E, NY US",8,,,2.31,3.82,5.3,10.0,6.6,2.4,1.1,4.1
USC00307274,"ROSENDALE 2 E, NY US",9,,,2.14,4.15,5.98,9.1,6.1,2.7,1.4,4.1
USC00307274,"ROSENDALE 2 E, NY US",10,,,2.0,4.08,5.92,9.2,5.7,2.7,1.2,4.47
USC00307274,"ROSENDALE 2 E, NY US",11,,,2.38,3.74,5.02,9.6,6.1,2.9,1.1,3.77
USC00307274,"ROSENDALE 2 E, NY US",12,,,2.56,3.38,4.72,10.1,6.2,2.9,0.9,3.67
USC00304207,"JAMESTOWN 4 ENE, NY US",1,17.4,2.1,1.98,2.65,3.66,18.5,9.5,1.4,0.3,2.94
USC00304207,"JAMESTOWN 4 ENE, NY US",2,19.9,2.7,1.94,2.52,2.89,13.6,6.7,1.2,0.2,2.48
USC00304207,"JAMESTOWN 4 ENE, NY US",3,21.6,2.7,2.07,3.08,3.67,13.5,7.8,1.6,0.1,2.96
USC00304207,"JAMESTOWN 4 ENE, NY US",4,23.6,3.7,2.74,3.72,4.4,12.9,8.0,1.8,0.4,3.59
USC00304207,"JAMESTOWN 4 ENE, NY US",5,25.8,3.0,2.61,3.7,5.11,11.9,7.7,2.7,0.7,4.16
USC00304207,"JAMESTOWN 4 ENE, NY US",7,24.1,2.3,3.67,4.16,5.92,11.3,7.5,3.4,1.0,4.82
USC00304207,"JAMESTOWN 4 ENE, NY US",8,24.3,1.8,2.54,3.43,4.98,11.2,7.1,2.5,0.7,3.84
USC00304207,"JAMESTOWN 4 ENE, NY US",9,24.4,2.9,3.17,4.21,5.26,10.6,7.3,3.2,1.3,4.29
USC00304207,"JAMESTOWN 4 ENE, NY US",10,22.2,2.9,2.85,3.53,4.44,12.3,8.0,2.6,0.7,3.7
USC00304207,"JAMESTOWN 4 ENE, NY US",11,18.1,2.8,2.81,3.97,4.93,13.5,8.6,2.8,0.4,4.26
USC00307035,"RHINEBECK 4 SE, NY US",1,26.4,2.5,2.65,3.49,4.41,12.0,8.1,3.4,1.2,3.8
USC00307035,"RHINEBECK 4 SE, NY US",2,26.3,2.2,1.83,2.46,3.15,7.7,5.6,1.7,0.7,2.92
